gene.id	cdna.length
FBgn0032733	1718
FBgn0032906	960
FBgn0037127	710
FBgn0040279	1099
FBgn0005694	2950
FBgn0039006	1866
FBgn0026207	2559
FBgn0031319	3176
FBgn0032775	2461
FBgn0052452	2007
FBgn0028479	2734
FBgn0039611	2185
FBgn0038692	1217
FBgn0051407	764
FBgn0032647	3513
FBgn0037143	920
FBgn0004652	4413
FBgn0039286	3338
FBgn0038685	987
FBgn0032311	556
FBgn0038419	1840
FBgn0051248	977
FBgn0020647	4332
FBgn0032217	2077
FBgn0031245	1391
FBgn0014454	873
FBgn0038301	2204
FBgn0039238	1285
FBgn0020626	3263
FBgn0037195	1103
FBgn0038337	2197
FBgn0032138	2122
FBgn0040985	723
FBgn0011771	3781
FBgn0027086	3823
FBgn0038881	4711
FBgn0037057	1844
FBgn0038014	952
FBgn0002733	1098
FBgn0038125	760
FBgn0032269	1873
FBgn0031231	898
FBgn0001296	2176
FBgn0011705	1487
FBgn0036978	3490
FBgn0039635	1489
FBgn0032886	1598
FBgn0012034	2967
FBgn0037684	1357
FBgn0014859	7705
FBgn0014189	1756
FBgn0260745	3163
FBgn0037683	1277
FBgn0037889	873
FBgn0037852	2160
FBgn0014863	2398
FBgn0037475	1435
FBgn0040965	757
FBgn0031306	2695
FBgn0032196	1119
FBgn0001137	1718
FBgn0051928	1351
FBgn0031756	2065
FBgn0031904	1893
FBgn0002781	2230
FBgn0023423	3488
FBgn0051798	1913
FBgn0038630	1281
FBgn0039682	575
FBgn0039522	1347
FBgn0032000	769
FBgn0032167	2421
FBgn0015572	1745
FBgn0051677	608
FBgn0037759	2063
FBgn0026576	1950
FBgn0037329	1612
FBgn0038878	1008
FBgn0051646	2874
FBgn0011294	687
FBgn0038389	813
FBgn0004363	1614
FBgn0002781	2108
FBgn0037448	3885
FBgn0037038	913
FBgn0032447	1652
FBgn0038530	742
FBgn0011866	71
FBgn0260779	1640
FBgn0028412	1342
FBgn0039713	1026
FBgn0260944	774
FBgn0038914	531
FBgn0027376	4288
FBgn0037844	1284
FBgn0038948	1752
FBgn0031708	881
FBgn0037429	1136
FBgn0037120	2667
FBgn0051174	721
FBgn0032788	1544
FBgn0040260	1931
FBgn0067312	594
FBgn0003248	1365
FBgn0031954	782
FBgn0016696	3346
FBgn0037293	1856
FBgn0261239	3329
FBgn0011745	1476
FBgn0037764	901
FBgn0001311	5456
FBgn0037275	2166
FBgn0026755	1738
FBgn0031785	5551
FBgn0032612	1681
FBgn0028520	936
FBgn0051781	2315
FBgn0032420	1054
FBgn0051361	2447
FBgn0027338	2779
FBgn0015396	3867
FBgn0032395	6448
FBgn0004618	3003
FBgn0051485	73
FBgn0038854	3226
FBgn0015239	2336
FBgn0032717	4408
FBgn0004889	3108
FBgn0038926	2088
FBgn0037985	2384
FBgn0000180	3281
FBgn0011971	82
FBgn0010051	9687
FBgn0005677	4941
FBgn0031722	1474
FBgn0038205	2460
FBgn0028516	1802
FBgn0032029	1414
FBgn0026250	1199
FBgn0039049	1417
FBgn0004118	4013
FBgn0032020	892
FBgn0011239	1050
FBgn0022023	1194
FBgn0020439	1919
FBgn0036997	1310
FBgn0031220	2853
FBgn0013948	9586
FBgn0038145	1920
FBgn0051274	1393
FBgn0031939	2657
FBgn0032331	1188
FBgn0028671	3000
FBgn0031815	2102
FBgn0250753	1722
FBgn0025803	3303
FBgn0032151	3056
FBgn0051080	919
FBgn0021776	3232
FBgn0037670	958
FBgn0032340	4624
FBgn0040064	1424
FBgn0024290	2525
FBgn0032636	1758
FBgn0002781	2204
FBgn0260745	2692
FBgn0051211	2990
FBgn0026760	4191
FBgn0000504	3242
FBgn0032793	1281
FBgn0032530	714
FBgn0027094	3284
FBgn0038123	985
FBgn0028537	603
FBgn0027657	1145
FBgn0031697	1788
FBgn0259984	5603
FBgn0032303	1272
FBgn0038341	6969
FBgn0005683	2004
FBgn0032006	5273
FBgn0052446	856
FBgn0004652	1690
FBgn0051159	2223
FBgn0037856	3173
FBgn0038236	1623
FBgn0031288	780
FBgn0024330	1758
FBgn0005593	894
FBgn0051334	72
FBgn0028734	2266
FBgn0038832	2727
FBgn0037121	687
FBgn0040958	321
FBgn0037250	1659
FBgn0038897	3042
FBgn0010421	1260
FBgn0037031	1740
FBgn0042205	1362
FBgn0037955	1446
FBgn0086613	5238
FBgn0000500	783
FBgn0038268	2757
FBgn0039199	996
FBgn0024321	2811
FBgn0031664	2003
FBgn0032935	2059
FBgn0028544	1413
FBgn0031356	2351
FBgn0051211	3019
FBgn0003227	4163
FBgn0039081	1894
FBgn0032864	1865
FBgn0031299	3118
FBgn0040524	772
FBgn0037707	1361
FBgn0031737	997
FBgn0037623	3451
FBgn0011205	1541
FBgn0032781	1728
FBgn0004436	2168
FBgn0003415	10458
FBgn0086472	511
FBgn0261089	2037
FBgn0001114	3418
FBgn0031959	2550
FBgn0040255	1735
FBgn0001174	653
FBgn0031256	1485
FBgn0042111	1459
FBgn0000287	4381
FBgn0042710	1588
FBgn0038139	2619
FBgn0038860	2467
FBgn0032296	2988
FBgn0038984	2181
FBgn0051438	612
FBgn0027527	1545
FBgn0015553	2470
FBgn0000182	3697
FBgn0038290	1404
FBgn0032078	2004
FBgn0051213	4509
FBgn0040637	553
FBgn0039626	1826
FBgn0041605	417
FBgn0051431	1582
FBgn0003278	3544
FBgn0038213	1064
FBgn0032603	2166
FBgn0032519	825
FBgn0032223	2723
FBgn0260744	1549
FBgn0002781	1658
FBgn0037949	5208
FBgn0031906	1266
FBgn0037169	771
FBgn0038796	973
FBgn0038146	2944
FBgn0261086	2738
FBgn0039229	4021
FBgn0037207	2300
FBgn0032266	2102
FBgn0051259	1919
FBgn0003944	4627
FBgn0043841	1032
FBgn0028671	3009
FBgn0039114	1817
FBgn0051374	3400
FBgn0032533	535
FBgn0042189	449
FBgn0037182	2689
FBgn0039639	604
FBgn0031826	1287
FBgn0017397	3963
FBgn0038603	3646
FBgn0038100	1105
FBgn0037252	3589
FBgn0004882	4256
FBgn0042092	819
FBgn0051588	73
FBgn0014092	1061
FBgn0037602	410
FBgn0037826	1664
FBgn0020440	4703
FBgn0037555	2073
FBgn0035842	5386
FBgn0033264	1927
FBgn0053869	526
FBgn0053491	369
FBgn0259220	2160
FBgn0053513	3194
FBgn0022224	380
FBgn0086778	3025
FBgn0038423	904
FBgn0015816	2201
FBgn0035028	2363
FBgn0000256	3723
FBgn0033862	2104
FBgn0033466	2621
FBgn0033484	3775
FBgn0037553	1988
FBgn0052000	4440
FBgn0024753	2379
FBgn0034301	2674
FBgn0039702	1531
FBgn0003654	2870
FBgn0050484	2637
FBgn0034439	2901
FBgn0022893	1422
FBgn0050249	72
FBgn0050485	3102
FBgn0013988	3344
FBgn0035120	633
FBgn0033913	3401
FBgn0039890	2192
FBgn0013692	67
FBgn0033141	1015
FBgn0085446	11318
FBgn0016034	1829
FBgn0053539	72
FBgn0052442	915
FBgn0039858	2898
FBgn0034789	3456
FBgn0083047	137
FBgn0085478	3721
FBgn0050049	2796
FBgn0004860	4726
FBgn0028954	2031
FBgn0035870	1584
FBgn0037753	1815
FBgn0033760	2096
FBgn0034299	863
FBgn0259111	3688
FBgn0261059	778
FBgn0086783	6747
FBgn0050067	728
FBgn0086656	1263
FBgn0016038	1334
FBgn0053203	3233
FBgn0053679	755
FBgn0032851	618
FBgn0259140	10860
FBgn0025693	1982
FBgn0039769	2164
FBgn0034380	2418
FBgn0004956	2310
FBgn0033289	1909
FBgn0053520	704
FBgn0033178	1617
FBgn0033541	863
FBgn0052000	2223
FBgn0039890	2886
FBgn0053879	526
FBgn0034474	472
FBgn0003733	3040
FBgn0001250	5818
FBgn0033244	3417
FBgn0024315	2336
FBgn0004554	546
FBgn0003660	1131
FBgn0033677	1193
FBgn0085743	2391
FBgn0037347	1582
FBgn0058002	753
FBgn0031275	2359
FBgn0082976	150
FBgn0085474	522
FBgn0085297	345
FBgn0033640	543
FBgn0050364	934
FBgn0085329	631
FBgn0259842	1190
FBgn0039774	2370
FBgn0052016	2189
FBgn0033015	1743
FBgn0001313	12450
FBgn0039718	477
FBgn0030374	472
FBgn0024891	1433
FBgn0085427	6776
FBgn0259219	2019
FBgn0000256	4296
FBgn0033165	445
FBgn0250823	3205
FBgn0033027	743
FBgn0053555	8603
FBgn0039904	5018
FBgn0033648	1803
FBgn0031857	764
FBgn0033312	1044
FBgn0037375	2313
FBgn0062961	504
FBgn0033528	860
FBgn0085419	4901
FBgn0026319	2186
FBgn0035917	1482
FBgn0038887	2606
FBgn0053441	135
FBgn0014877	1060
FBgn0085770	533
FBgn0025574	2881
FBgn0003429	4932
FBgn0039768	2204
FBgn0053242	604
FBgn0260768	555
FBgn0033260	3342
FBgn0003140	1176
FBgn0053626	504
FBgn0030234	1298
FBgn0033845	3323
FBgn0261526	3778
FBgn0033654	2816
FBgn0037643	1780
FBgn0010315	2229
FBgn0053802	409
FBgn0086075	88
FBgn0034095	3347
FBgn0027580	4191
FBgn0259247	2571
FBgn0051342	4031
FBgn0053397	135
FBgn0085292	258
FBgn0259179	2026
FBgn0051225	1677
FBgn0053544	520
FBgn0033523	570
FBgn0027529	3293
FBgn0053898	555
FBgn0039886	1813
FBgn0053383	135
FBgn0085407	2393
FBgn0017418	2672
FBgn0014001	3586
FBgn0013694	65
FBgn0259162	2008
FBgn0038223	3916
FBgn0003326	3793
FBgn0039756	1728
FBgn0260723	471
FBgn0033952	1791
FBgn0053860	468
FBgn0053797	258
FBgn0085810	1091
FBgn0029092	2566
FBgn0053286	3294
FBgn0033721	390
FBgn0051266	970
FBgn0085387	2517
FBgn0053475	444
FBgn0000279	385
FBgn0045842	3016
FBgn0036290	1307
FBgn0033673	2067
FBgn0000546	5197
FBgn0036542	3687
FBgn0026197	903
FBgn0085484	1594
FBgn0250833	677
FBgn0250816	2680
FBgn0083936	293
FBgn0037817	1621
FBgn0086757	2179
FBgn0039958	2158
FBgn0033906	767
FBgn0033079	1646
FBgn0033807	1278
FBgn0261461	4446
FBgn0034861	900
FBgn0260658	5038
FBgn0083953	424
FBgn0021847	3075
FBgn0016697	873
FBgn0027578	2323
FBgn0035935	5745
FBgn0027580	4208
FBgn0085417	1996
FBgn0016131	1496
FBgn0037232	2549
FBgn0026238	1855
FBgn0050122	4621
FBgn0028370	4297
FBgn0063381	69
FBgn0083963	4805
FBgn0085429	2991
FBgn0033998	2284
FBgn0035528	843
FBgn0036059	1258
FBgn0029134	1138
FBgn0011224	3818
FBgn0028421	3752
FBgn0250831	362
FBgn0002566	3001
FBgn0085404	2218
FBgn0038427	3382
FBgn0015754	2912
FBgn0001256	1165
FBgn0050076	1323
FBgn0005630	2484
FBgn0053432	135
FBgn0041605	3200
FBgn0034165	758
FBgn0082966	140
FBgn0065057	49
FBgn0003654	2897
FBgn0260771	2088
FBgn0002773	2223
FBgn0033543	1125
FBgn0040777	2118
FBgn0038535	3284
FBgn0053644	477
FBgn0028996	6587
FBgn0022349	1801
FBgn0083940	2612
FBgn0013732	3297
FBgn0025519	1979
FBgn0025454	2065
FBgn0033705	1537
FBgn0261238	5368
FBgn0085214	381
FBgn0052772	2991
FBgn0084049	398
FBgn0033246	7997
FBgn0027796	1233
FBgn0005660	918
FBgn0041585	3606
FBgn0085324	867
FBgn0032388	3183
FBgn0032901	4658
FBgn0051481	3717
FBgn0259876	4254
FBgn0003218	4150
FBgn0033205	1205
FBgn0033159	7711
FBgn0000028	1984
FBgn0030082	1114
FBgn0053497	2029
FBgn0011592	6319
FBgn0016053	735
FBgn0033818	2155
FBgn0259215	1871
FBgn0039896	1502
FBgn0053830	468
FBgn0050323	921
FBgn0052068	687
FBgn0011604	3700
FBgn0050007	5770
FBgn0039790	1740
FBgn0029995	1146
FBgn0050298	74
FBgn0026379	2435
FBgn0011672	2790
FBgn0054029	455
FBgn0005630	2291
FBgn0051036	3404
FBgn0038808	523
FBgn0259170	3784
FBgn0051352	3022
FBgn0027835	5842
FBgn0259166	4390
FBgn0024330	1770
FBgn0029837	1827
FBgn0034817	2232
FBgn0034282	1636
FBgn0086898	3131
FBgn0002789	911
FBgn0053534	73
FBgn0085403	3773
FBgn0039714	1531
FBgn0039784	1644
FBgn0085319	932
FBgn0034022	3919
FBgn0020912	2030
FBgn0039127	1072
FBgn0064912	1184
FBgn0001208	1619
FBgn0010482	3405
FBgn0046698	876
FBgn0030170	3658
FBgn0050424	1573
FBgn0005558	2890
FBgn0029738	3510
FBgn0065051	111
FBgn0050286	904
FBgn0037676	1331
FBgn0083012	148
FBgn0260993	6849
FBgn0037536	3148
FBgn0034255	379
FBgn0000286	3818
FBgn0085787	1113
FBgn0086899	6499
FBgn0033891	1124
FBgn0002773	2286
FBgn0033426	1927
FBgn0034351	1469
FBgn0025803	3650
FBgn0050479	589
FBgn0034229	1305
FBgn0033166	2495
FBgn0259224	1059
FBgn0053828	898
FBgn0033088	1274
FBgn0003317	2719
FBgn0063374	76
FBgn0259739	1142
FBgn0030617	5354
FBgn0028434	926
FBgn0033653	1323
FBgn0061476	2209
FBgn0011937	74
FBgn0028343	3876
FBgn0083980	510
FBgn0259211	4753
FBgn0033915	3431
FBgn0052495	1789
FBgn0083973	892
FBgn0033233	2017
FBgn0033473	3689
FBgn0033725	1337
FBgn0259857	652
FBgn0043070	4878
FBgn0000117	3136
FBgn0050438	2374
FBgn0031726	1529
FBgn0034296	905
FBgn0036911	1332
FBgn0086027	106
FBgn0003742	1391
FBgn0034105	1317
FBgn0034433	2217
FBgn0003175	5034
FBgn0053757	537
FBgn0050441	410
FBgn0014020	1972
FBgn0034060	5675
FBgn0260430	1461
FBgn0036414	2847
FBgn0039827	2774
FBgn0026077	1253
FBgn0085420	1082
FBgn0041004	1739
FBgn0003392	4469
FBgn0259216	3615
FBgn0260657	3219
FBgn0014469	1789
FBgn0033321	1631
FBgn0083970	485
FBgn0033842	1659
FBgn0033308	767
FBgn0040571	3908
FBgn0000581	9307
FBgn0039093	2058
FBgn0040765	3608
FBgn0020660	1468
FBgn0030882	1789
FBgn0053205	2800
FBgn0031118	9211
FBgn0004143	844
FBgn0082987	130
FBgn0259142	1642
FBgn0087002	10281
FBgn0033249	1300
FBgn0011225	4548
FBgn0033960	2463
FBgn0010198	678
FBgn0028433	1132
FBgn0016047	5121
FBgn0034205	1904
FBgn0011260	3500
FBgn0033963	1431
FBgn0082926	80
FBgn0004577	2282
FBgn0083044	141
FBgn0250825	402
FBgn0033010	3117
FBgn0036574	3948
FBgn0028863	3630
FBgn0033868	2122
FBgn0086655	5103
FBgn0027066	1905
FBgn0023076	3694
FBgn0053908	415
FBgn0015037	1676
FBgn0040729	162
FBgn0004624	2947
FBgn0013679	939
FBgn0053555	2698
FBgn0085803	1030
FBgn0085222	788
FBgn0002930	1621
FBgn0042693	2629
FBgn0040273	3457
FBgn0038826	1713
FBgn0000636	2672
FBgn0033159	7705
FBgn0034491	3530
FBgn0259697	1721
FBgn0033159	7744
FBgn0083046	159
FBgn0050395	2834
FBgn0015477	7697
FBgn0039064	6772
FBgn0050025	762
FBgn0039735	818
FBgn0085450	6298
FBgn0032467	4644
FBgn0053247	607
FBgn0086048	81
FBgn0033202	1293
FBgn0083018	138
FBgn0039930	685
FBgn0002921	3848
FBgn0085447	8535
FBgn0029720	1370
FBgn0036678	1594
FBgn0034204	970
FBgn0085582	430
FBgn0034366	1887
FBgn0003612	2845
FBgn0040068	4025
FBgn0004174	360
FBgn0024329	5452
FBgn0028993	1782
FBgn0032600	1997
FBgn0003721	3054
FBgn0024698	4496
FBgn0033973	2061
FBgn0036125	1036
FBgn0011642	2065
FBgn0035797	2283
FBgn0032981	1381
FBgn0261261	5948
FBgn0034447	2580
FBgn0250910	6101
FBgn0061209	621
FBgn0004435	3530
FBgn0034151	1281
FBgn0028646	2770
FBgn0260659	1638
FBgn0034114	2391
FBgn0033159	7702
FBgn0010316	2374
FBgn0041723	4576
FBgn0260660	3944
FBgn0040034	1184
FBgn0010575	3646
FBgn0037896	1889
FBgn0005278	2348
FBgn0013733	18008
FBgn0036899	2903
FBgn0034728	4034
FBgn0053526	2708
FBgn0038821	633
FBgn0034023	1800
FBgn0033665	1876
FBgn0034031	795
FBgn0031058	933
FBgn0035548	655
FBgn0033644	1670
FBgn0013718	3097
FBgn0041240	1251
FBgn0040256	1659
FBgn0259239	2524
FBgn0040009	1134
FBgn0051092	4017
FBgn0033075	4472
FBgn0085428	4023
FBgn0034506	1812
FBgn0039790	1542
FBgn0085423	5717
FBgn0037635	1081
FBgn0037464	2130
FBgn0002778	2031
FBgn0013759	2584
FBgn0034199	447
FBgn0053881	526
FBgn0033460	4644
FBgn0013954	637
FBgn0259240	11481
FBgn0259172	1174
FBgn0085284	534
FBgn0034345	1523
FBgn0003495	2036
FBgn0259984	4781
FBgn0033615	3153
FBgn0030811	1307
FBgn0259145	3211
FBgn0032445	844
FBgn0013305	2146
FBgn0013726	3062
FBgn0035103	2014
FBgn0027585	4909
FBgn0052495	1337
FBgn0259740	503
FBgn0010551	1518
FBgn0259737	795
FBgn0259985	1763
FBgn0015907	2147
FBgn0025803	3190
FBgn0041111	5794
FBgn0030863	2626
FBgn0037084	1982
FBgn0033515	2982
FBgn0083034	130
FBgn0085377	2187
FBgn0011300	4774
FBgn0261113	1753
FBgn0026086	3457
FBgn0026370	4483
FBgn0085294	433
FBgn0052767	5543
FBgn0054026	427
FBgn0033464	1862
FBgn0034120	914
FBgn0010548	2190
FBgn0050232	72
FBgn0033738	3548
FBgn0031920	1730
FBgn0033572	1498
FBgn0261014	2967
FBgn0033159	7753
FBgn0259212	7381
FBgn0004370	7256
FBgn0030729	915
FBgn0001124	1692
FBgn0034091	1996
FBgn0040030	2000
FBgn0051016	3923
FBgn0026197	1002
FBgn0011224	3496
FBgn0033872	1100
FBgn0000557	2591
FBgn0037676	1350
FBgn0036764	2010
FBgn0015221	1078
FBgn0259978	2638
FBgn0014018	2722
FBgn0026620	1792
FBgn0005630	2155
FBgn0020503	1726
FBgn0033770	715
FBgn0031548	2396
FBgn0033482	3877
FBgn0054002	1148
FBgn0034903	3154
FBgn0053012	2652
FBgn0052581	1344
FBgn0033593	451
FBgn0039150	2187
FBgn0259243	3424
FBgn0033929	2030
FBgn0020621	3626
FBgn0034089	1021
FBgn0028496	5743
FBgn0037254	3410
FBgn0011764	3915
FBgn0085263	603
FBgn0050103	1956
FBgn0033793	1002
FBgn0085396	1095
FBgn0039733	1895
FBgn0039075	4648
FBgn0002924	2723
FBgn0033110	1848
FBgn0050458	607
FBgn0033138	1075
FBgn0259176	2631
FBgn0039938	1918
FBgn0010482	5994
FBgn0086779	2820
FBgn0013334	5197
FBgn0260871	258
FBgn0038890	3898
FBgn0033902	1634
FBgn0033159	7744
FBgn0086671	140
FBgn0025682	1654
FBgn0004921	832
FBgn0034177	1465
FBgn0260941	4485
FBgn0033631	1092
FBgn0022764	8049
FBgn0011895	73
FBgn0000286	3530
FBgn0033686	1559
FBgn0003721	2212
FBgn0020620	2602
FBgn0259174	4380
FBgn0013983	1312
FBgn0053523	2381
FBgn0033763	1761
FBgn0040318	2470
FBgn0010488	5100
FBgn0034356	3153
FBgn0030037	2288
FBgn0033413	1563
FBgn0259212	6956
FBgn0038744	3062
FBgn0085425	2162
FBgn0031549	2543
FBgn0030230	3341
FBgn0032251	1029
FBgn0015609	12985
FBgn0011589	4228
FBgn0260959	2661
FBgn0260941	2837
FBgn0034507	949
FBgn0085421	4028
FBgn0032969	2256
FBgn0038826	2232
FBgn0029006	4865
FBgn0011897	73
FBgn0051279	1485
FBgn0087007	3949
FBgn0085307	276
FBgn0030538	1084
FBgn0040388	4519
FBgn0036571	3794
FBgn0004913	3270
FBgn0003742	1396
FBgn0033466	2690
FBgn0011916	73
FBgn0026379	2349
FBgn0053807	898
FBgn0063368	672
FBgn0085232	535
FBgn0033090	1106
FBgn0051262	2042
FBgn0053364	135
FBgn0053629	534
FBgn0001222	2822
FBgn0027339	4749
FBgn0053423	135
FBgn0026619	1772
FBgn0030882	1938
FBgn0033159	7744
FBgn0016126	2537
FBgn0034072	5769
FBgn0034394	1801
FBgn0039929	1133
FBgn0051720	2836
FBgn0033431	1285
FBgn0004882	3079
FBgn0033789	477
FBgn0086355	1239
FBgn0028577	4864
FBgn0026147	4165
FBgn0035770	2551
FBgn0025741	2725
FBgn0050257	72
FBgn0033915	3173
FBgn0050464	1785
FBgn0034467	2019
FBgn0259170	3852
FBgn0011224	3421
FBgn0038717	1666
FBgn0034603	1832
FBgn0035500	5020
FBgn0005536	4047
FBgn0053993	2401
FBgn0001991	7950
FBgn0033668	2917
FBgn0034514	438
FBgn0031107	15834
FBgn0015925	1990
FBgn0052016	3389
FBgn0032120	5922
FBgn0010575	8117
FBgn0040796	264
FBgn0051232	559
FBgn0085796	618
FBgn0040743	333
FBgn0045761	571
FBgn0085361	416
FBgn0085408	2480
FBgn0002565	2304
FBgn0003114	651
FBgn0026087	1559
FBgn0085275	934
FBgn0085190	523
FBgn0063495	719
FBgn0019968	7134
FBgn0085791	1041
FBgn0040299	3559
FBgn0025864	5563
FBgn0039873	1994
FBgn0260027	661
FBgn0034493	4878
FBgn0027341	2424
FBgn0034418	2536
FBgn0053355	135
FBgn0051614	718
FBgn0085805	1975
FBgn0003274	639
FBgn0041087	1966
FBgn0083989	91
FBgn0053533	562
FBgn0036958	2797
FBgn0053258	964
FBgn0033717	2135
FBgn0035944	1290
FBgn0259228	5632
FBgn0002534	519
FBgn0038098	3098
FBgn0085391	2710
FBgn0039911	2339
FBgn0014163	3499
FBgn0034118	1452
FBgn0031646	1084
FBgn0030581	3127
FBgn0260954	603
FBgn0039157	5301
FBgn0013749	779
FBgn0037369	1638
FBgn0033936	4254
FBgn0035766	3485
FBgn0034456	1227
FBgn0039303	1740
FBgn0083977	2963
FBgn0082958	140
FBgn0034998	1729
FBgn0032202	624
FBgn0259234	6456
FBgn0011906	83
FBgn0000578	3463
FBgn0035999	1537
FBgn0050296	2275
FBgn0039936	4899
FBgn0033962	649
FBgn0261260	4606
FBgn0035374	1122
FBgn0010415	3699
FBgn0033997	1681
FBgn0033635	1382
FBgn0085444	5749
FBgn0016687	1143
FBgn0053555	5015
FBgn0085443	3110
FBgn0051314	4954
FBgn0000721	4314
FBgn0004907	1757
FBgn0083006	148
FBgn0034063	1890
FBgn0034420	3177
FBgn0026401	6632
FBgn0043010	1279
FBgn0082959	140
FBgn0023172	8435
FBgn0015509	3225
FBgn0032979	2684
FBgn0034328	465
FBgn0025693	2060
FBgn0012017	73
FBgn0033538	2868
FBgn0036851	1428
FBgn0053371	137
FBgn0033063	891
FBgn0011764	2201
FBgn0053113	1496
FBgn0033706	1296
FBgn0085450	6763
FBgn0050160	844
FBgn0023441	4349
FBgn0034329	358
FBgn0016930	4663
FBgn0031837	1327
FBgn0034379	2046
FBgn0259226	2244
FBgn0051665	5571
FBgn0039754	2141
FBgn0250823	3143
FBgn0053416	143
FBgn0028857	1293
FBgn0260874	1795
FBgn0003429	4971
FBgn0085387	2719
FBgn0034300	4846
FBgn0039788	1445
FBgn0086058	72
FBgn0053752	558
FBgn0261458	2042
FBgn0085318	382
FBgn0034091	2333
FBgn0013750	1350
FBgn0259174	3649
FBgn0045761	1300
FBgn0039804	4163
FBgn0003210	4496
FBgn0035558	3071
FBgn0030412	5177
FBgn0051693	2104
FBgn0039932	2571
FBgn0259735	7085
FBgn0026238	1939
FBgn0053511	1170
FBgn0034888	1097
FBgn0261259	4345
FBgn0036493	2832
FBgn0259867	910
FBgn0033814	2366
FBgn0053294	1686
FBgn0039890	2698
FBgn0033785	1901
FBgn0051352	3007
FBgn0051145	4521
FBgn0259223	987
FBgn0033627	2070
FBgn0030735	4107
FBgn0024956	1218
FBgn0033638	6037
FBgn0025681	4120
FBgn0037015	1620
FBgn0261280	1353
FBgn0085390	3055
FBgn0053687	501
FBgn0033142	987
FBgn0028969	2169
FBgn0037655	2488
FBgn0036685	2687
FBgn0031220	2708
FBgn0000253	1478
FBgn0039465	1319
FBgn0053635	769
FBgn0003137	9551
FBgn0003074	2515
FBgn0030087	4625
FBgn0039137	2533
FBgn0039897	2833
FBgn0033166	3101
FBgn0035020	710
FBgn0013759	4150
FBgn0050496	2375
FBgn0042135	2853
FBgn0259187	1725
FBgn0039528	5565
FBgn0039972	4464
FBgn0261385	2264
FBgn0034230	2959
FBgn0260754	564
FBgn0037619	1328
FBgn0261279	2680
FBgn0000152	2913
FBgn0028985	1527
FBgn0039752	2056
FBgn0053318	523
FBgn0033860	2074
FBgn0032497	3766
FBgn0034154	723
FBgn0032797	5629
FBgn0051151	5183
FBgn0085426	2524
FBgn0025827	602
FBgn0010894	1942
FBgn0052196	821
FBgn0086605	1818
FBgn0034545	663
FBgn0020660	625
FBgn0033981	1635
FBgn0259971	181
FBgn0053555	3022
FBgn0034215	1463
FBgn0041203	4520
FBgn0033679	1708
FBgn0039054	4234
FBgn0033448	1959
FBgn0085815	1460
FBgn0034246	5665
FBgn0259702	1270
FBgn0085303	839
FBgn0039647	2382
FBgn0082948	79
FBgn0034200	1515
FBgn0082927	82
FBgn0040089	3092
FBgn0011655	3014
FBgn0027079	3362
FBgn0065100	31
FBgn0052062	3493
FBgn0039157	4280
FBgn0005614	3863
FBgn0003511	1247
FBgn0002626	747
FBgn0086712	2020
FBgn0261294	609
FBgn0013988	3283
FBgn0053702	540
FBgn0033375	1429
FBgn0020762	4533
FBgn0033713	3460
FBgn0003429	4896
FBgn0027585	4123
FBgn0031861	981
FBgn0015562	1858
FBgn0034965	1730
FBgn0082989	140
FBgn0026059	6509
FBgn0034441	2737
FBgn0011224	3023
FBgn0000083	1196
FBgn0083979	1799
FBgn0033159	7690
FBgn0027514	1870
FBgn0031115	1705
FBgn0085432	3997
FBgn0033799	847
FBgn0034420	2977
FBgn0028697	1017
FBgn0085749	1045
FBgn0010247	3113
FBgn0013733	17731
FBgn0039282	3738
FBgn0259743	3258
FBgn0034313	3440
FBgn0032456	5534
FBgn0025836	5012
FBgn0020445	2934
FBgn0040759	639
FBgn0053490	1745
FBgn0033174	1586
FBgn0011938	74
FBgn0034053	2092
FBgn0011747	5105
FBgn0033054	1771
FBgn0005410	6847
FBgn0085240	569
FBgn0034289	2010
FBgn0028341	2485
FBgn0085693	642
FBgn0034272	1761
FBgn0086913	1495
FBgn0061197	2940
FBgn0039959	515
FBgn0032109	1917
FBgn0033639	2335
FBgn0014006	4596
FBgn0030349	4770
FBgn0033039	6043
FBgn0035917	1491
FBgn0034129	1529
FBgn0034886	5409
FBgn0033195	1754
FBgn0085219	309
FBgn0003371	2903
FBgn0028642	4296
FBgn0039349	1858
FBgn0038880	5029
FBgn0016694	3864
FBgn0029962	1637
FBgn0020235	1139
FBgn0030778	1874
FBgn0063384	86
FBgn0029526	1504
FBgn0085249	2239
FBgn0039911	2400
FBgn0041702	1007
FBgn0039994	2184
FBgn0033359	6107
FBgn0020372	2171
FBgn0083000	138
FBgn0034009	4182
FBgn0032157	3111
FBgn0034237	2481
FBgn0034645	408
FBgn0039705	1659
FBgn0033832	603
FBgn0011754	3136
FBgn0013813	15850
FBgn0259246	6049
FBgn0027535	3615
FBgn0011286	15805
FBgn0043842	894
FBgn0003447	2230
FBgn0053401	135
FBgn0034037	1483
FBgn0038108	8246
FBgn0050029	540
FBgn0039863	5878
FBgn0085413	6162
FBgn0085267	701
FBgn0036542	3293
FBgn0035976	1860
FBgn0027608	2287
FBgn0038850	782
FBgn0259994	4210
FBgn0037549	2401
FBgn0035101	2629
FBgn0259745	4310
FBgn0033572	1546
FBgn0085204	662
FBgn0259214	3856
FBgn0025806	2353
FBgn0053196	69439
FBgn0033581	2371
FBgn0027585	4584
FBgn0085831	237
FBgn0085658	420
FBgn0025790	1705
FBgn0034416	1541
